City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,sitka,57.0531,-135.33,4.94,52,0,0.0,US,1738801204
366,pasni,25.2631,63.471,18.87,37,0,2.92,PK,1738801478
367,igarka,67.4667,86.5833,-20.87,99,97,1.49,RU,1738801479
368,darlowo,54.421,16.4107,3.66,90,17,4.18,PL,1738801480
369,padang,-0.9492,100.3543,24.03,86,86,2.37,ID,1738801481
370,port augusta,-32.5,137.7667,29.37,37,0,1.57,AU,1738801482
371,motygino,58.1831,94.7592,-24.25,100,98,0.88,RU,1738801286
372,coronado,32.6859,-117.1831,20.7,68,20,5.66,US,1738801469
373,ribeira brava,32.65,-17.0667,17.35,79,23,3.28,PT,1738801485
374,nandurbar,21.3667,74.25,19.65,32,0,3.52,IN,1738801486
375,priozersk,61.0393,30.1291,-2.17,87,100,4.53,RU,1738801488
376,lorengau,-2.0226,147.2712,28.2,79,96,3.01,PG,1738801489
377,port shepstone,-30.7414,30.455,23.39,89,100,6.05,ZA,1738801490
378,sakaiminato,35.55,133.2333,-0.01,86,75,7.2,JP,1738801491
379,crookston,47.7741,-96.6081,-8.94,86,100,3.6,US,1738801492
380,qulsary,46.9531,54.0198,-4.65,86,15,6.27,KZ,1738801493
381,belyy yar,53.6039,91.3903,-13.06,92,85,0.0,RU,1738801494
382,barra de santo antonio,-9.4047,-35.5072,26.09,83,100,5.48,BR,1738801495
383,al bardiyah,31.7561,25.0865,12.63,58,92,7.81,LY,1738801496
384,juneau,58.3019,-134.4197,0.23,100,56,2.37,US,1738801497
385,opuwo,-18.0607,13.84,20.7,84,100,1.01,NA,1738801498
386,altai,46.3722,96.2583,-22.73,83,18,2.0,MN,1738801499
387,st. john's,47.5649,-52.7093,-9.46,69,75,9.77,CA,1738801500
388,skelleftea,64.7507,20.9528,-3.8,100,28,2.06,SE,1738801501
389,kill devil hills,36.0307,-75.676,7.21,83,100,9.26,US,1738801502
390,okha,53.5739,142.9478,-2.58,87,100,11.98,RU,1738801252
391,san rafael,-34.6177,-68.3301,29.53,19,0,3.56,AR,1738801504
392,tolanaro,-25.0319,46.9987,24.04,100,40,3.09,MG,1738801505
393,kotwa,25.0167,81.3167,11.51,43,0,2.37,IN,1738801506
394,brisas de zicatela,15.8369,-97.0419,29.29,61,20,1.54,MX,1738801508
395,cottage grove,44.8277,-92.9438,-4.86,70,100,4.63,US,1738801501
396,batyrevo,55.0675,47.6111,-9.03,96,89,2.34,RU,1738801510
397,ouadda,8.0777,22.4007,22.36,26,75,2.18,CF,1738801511
398,duong dong,10.2167,103.9667,24.0,88,20,0.0,VN,1738801512
399,kailua-kona,19.6406,-155.9956,27.17,67,0,3.6,US,1738801513
400,tarakan,3.3,117.6333,26.72,94,40,0.51,ID,1738801514
401,mossel bay,-34.1831,22.146,19.1,62,95,2.34,ZA,1738801515
402,margate,51.3813,1.3862,5.94,82,100,0.45,GB,1738801516
403,coronel dorrego,-38.7187,-61.2873,21.84,57,19,6.38,AR,1738801500
404,fale old settlement,-9.3852,-171.2468,28.56,73,81,7.26,TK,1738801518
405,antsiranana,-12.2787,49.2917,24.39,88,100,2.52,MG,1738801519
406,banda aceh,5.5577,95.3222,24.63,84,48,4.42,ID,1738801520
407,gatton,-27.55,152.2833,27.34,55,35,3.53,AU,1738801521
408,queenstown,-31.8976,26.8753,15.02,86,100,1.85,ZA,1738801515
409,broken hill,-31.95,141.4333,32.59,36,0,5.79,AU,1738801373
410,saint cloud,45.5608,-94.1625,-7.01,74,100,4.12,US,1738801366
411,bairnsdale,-37.8333,147.6167,25.59,73,59,1.34,AU,1738801525
412,sisimiut,66.9395,-53.6735,-22.58,93,92,1.6,GL,1738801526
413,felege neway,6.3,36.8833,18.48,36,81,0.97,ET,1738801528
414,paulden,34.8856,-112.4682,18.72,21,0,3.13,US,1738801529
415,aoulef,26.9667,1.0833,13.1,29,0,6.72,DZ,1738801530
416,tshabong,-26.05,22.45,26.34,40,24,5.82,BW,1738801531
417,lagos,6.5833,3.75,26.21,88,37,1.33,NG,1738801241
418,aigio,38.2486,22.0819,9.56,57,3,4.03,GR,1738801533
419,slupsk,54.4641,17.0287,1.94,94,40,3.23,PL,1738801534
420,pueblo nuevo,23.3833,-105.3833,16.52,31,0,2.18,MX,1738801535
421,menomonie,44.8755,-91.9193,-3.98,63,100,4.63,US,1738801537
422,sefwi wiawso,6.2044,-2.4886,22.17,94,28,0.4,GH,1738801538
423,bouna,9.2667,-3.0,25.67,17,40,2.06,CI,1738801540
424,peymeinade,43.6333,6.8833,8.16,67,3,1.73,FR,1738801541
425,pionerskiy,54.9508,20.2275,3.91,93,89,5.83,RU,1738801542
426,attleborough,52.5129,-1.4549,0.99,94,16,0.45,GB,1738801543
427,kavieng,-2.5744,150.7967,29.08,68,100,3.79,PG,1738801544
428,la fleche,47.6982,-0.0755,4.4,95,82,2.83,FR,1738801545
429,mazabuka,-15.856,27.748,18.46,95,99,2.04,ZM,1738801546
430,ntungamo,-0.8833,29.65,19.5,59,99,0.74,UG,1738801547
431,huarmey,-10.0681,-78.1522,23.1,77,88,2.64,PE,1738801549
432,alotau,-10.3069,150.4462,29.46,70,97,4.6,PG,1738801550
433,yeed,4.55,43.0333,25.28,44,98,4.93,SO,1738801551
434,catio,11.2833,-15.25,23.59,38,100,2.46,GW,1738801552
435,palikir - national government center,6.9248,158.1611,30.41,70,40,5.14,FM,1738801553
436,salym,60.0625,71.4789,-5.62,97,100,1.3,RU,1738801554
437,akureyri,65.6835,-18.0878,7.96,49,100,14.4,IS,1738801335
438,swakopmund,-22.6833,14.5333,18.32,87,98,3.13,NA,1738801557
439,eenhana,-17.4667,16.3333,20.98,81,100,0.39,NA,1738801558
440,cerro de ortega,18.75,-103.7667,26.95,67,0,2.31,MX,1738801559
441,starnberg,48.0,11.35,-0.27,94,100,1.03,DE,1738801561
442,kodinsk,58.6881,99.1844,-16.44,97,100,1.16,RU,1738801563
443,inhambane,-23.865,35.3833,24.25,76,1,3.13,MZ,1738801564
444,ghadamis,30.1337,9.5007,10.33,41,7,5.64,LY,1738801565
445,tateyama,34.9833,139.8667,4.82,50,77,10.15,JP,1738801566
446,port elizabeth,-33.918,25.5701,20.17,94,95,3.37,ZA,1738801568
447,miri,4.4148,114.0089,25.08,94,40,3.09,MY,1738801570
448,coxim,-18.5067,-54.76,24.15,89,100,1.74,BR,1738801571
449,limassol,34.675,33.0333,7.04,70,0,1.54,CY,1738801572
450,tbilisi,41.6941,44.8337,3.84,87,100,2.06,GE,1738801573
451,pachino,36.7186,15.0907,12.53,73,87,4.08,IT,1738801574
452,playa del ingles,27.7567,-15.5787,17.86,71,0,3.02,ES,1738801575
453,colchani,-20.3,-66.9333,16.23,24,2,7.59,BO,1738801576
454,genhe,50.7833,121.5167,-26.62,96,70,1.81,CN,1738801578
455,bukama,-9.2,25.85,21.22,97,100,0.73,CD,1738801579
456,tura,25.5198,90.2201,14.92,71,1,1.89,IN,1738801580
457,san julian,21.0167,-102.1667,23.59,17,7,3.99,MX,1738801581
458,el nido,11.1858,119.3956,25.08,92,44,4.17,PH,1738801583
459,port douglas,-16.4833,145.4667,29.09,74,99,1.19,AU,1738801584
460,el abiodh sidi cheikh,32.893,0.5484,7.75,57,74,2.45,DZ,1738801585
461,gamba,-2.65,10.0,25.97,85,94,1.9,GA,1738801587
462,gazli,40.1333,63.45,3.77,57,8,4.64,UZ,1738801588
463,spas-klepiki,55.1347,40.1767,-3.27,90,90,2.1,RU,1738801589
464,urzhar,47.093,81.6294,-14.93,70,0,2.83,KZ,1738801590
465,ulanhot,46.0833,122.0833,-19.29,89,100,1.48,CN,1738801591
466,colonia,50.9333,6.95,3.86,90,100,2.06,DE,1738801448
467,holualoa,19.6228,-155.9522,25.1,67,0,3.6,US,1738801594
468,broome,42.2506,-75.833,-6.3,71,0,2.06,US,1738801595
469,limon,10.0,-83.0333,25.2,82,16,2.2,CR,1738801596
470,dhuusamarreeb,5.535,46.3861,21.17,82,7,6.32,SO,1738801597
471,sao pedro do piaui,-5.9294,-42.7186,25.23,70,92,1.05,BR,1738801598
472,yangambi,0.8102,24.4336,22.94,70,98,0.89,CD,1738801599
473,tarauaca,-8.1614,-70.7656,23.14,98,97,1.38,BR,1738801601
474,san jose del guaviare,2.5729,-72.6459,28.24,50,48,1.12,CO,1738801602
475,ambalavao,-21.8333,46.9333,19.97,96,100,0.9,MG,1738801363
476,qamdo,31.1667,97.2333,-5.87,72,3,2.65,CN,1738801604
477,malango,-2.9627,119.9001,22.63,79,100,0.94,ID,1738801605
478,valdivia,-39.8142,-73.2459,17.05,86,8,2.2,CL,1738801606
479,kondoa,-4.9,35.7833,17.97,88,100,1.25,TZ,1738801389
480,nora,59.5193,15.0398,-0.64,100,0,1.77,SE,1738801608
481,wuhai,39.6647,106.8122,-9.3,37,0,8.01,CN,1738801609
482,khonsa,27.0167,95.5667,15.57,81,100,1.11,IN,1738801610
483,tarawa,1.419,172.984,26.94,83,54,5.7,KI,1738801611
484,forbes,-33.3833,148.0167,29.63,40,0,2.67,AU,1738801612
485,tazacorte,28.629,-17.9293,17.54,75,100,6.17,ES,1738801613
486,richards bay,-28.783,32.0377,24.56,90,97,5.87,ZA,1738801614
487,barcelos,41.5388,-8.6151,7.82,76,99,2.16,PT,1738801616
488,canico,32.6333,-16.85,17.35,81,20,4.12,PT,1738801617
489,wau,7.7029,27.9953,26.49,26,47,2.44,SS,1738801332
490,praia da vitoria,38.7333,-27.0667,18.14,82,40,3.53,PT,1738801620
491,trenggalek,-8.05,111.7167,24.88,89,89,2.06,ID,1738801621
492,ust-tsilma,65.441,52.1498,-11.27,96,88,2.49,RU,1738801552
493,dudinka,69.4058,86.1778,-23.46,100,98,3.52,RU,1738801623
494,vizinga,61.0749,50.1031,-19.64,100,77,1.14,RU,1738801624
495,long beach,33.767,-118.1892,19.14,83,40,3.13,US,1738801478
496,mocimboa,-11.3167,40.35,24.67,91,100,3.08,MZ,1738801626
497,narvik,68.4384,17.4272,2.99,99,85,6.45,NO,1738801627
498,topchikha,52.8192,83.1185,-15.44,86,4,5.17,RU,1738801628
499,kirkwood,38.5834,-90.4068,2.77,93,100,4.63,US,1738801629
500,aras-asan,8.8908,126.3033,24.78,90,100,1.34,PH,1738801631
501,mahina,-17.5065,-149.489,27.87,74,75,4.12,PF,1738801533
502,arkhangel'sk,64.5401,40.5433,-4.94,86,20,5.0,RU,1738801633
503,alice springs,-23.7,133.8833,32.75,31,70,4.12,AU,1738801634
504,saldanha,-33.0117,17.9442,17.49,69,0,11.87,ZA,1738801635
505,santa ana,33.7456,-117.8678,20.82,69,40,1.54,US,1738801478
506,borzya,50.3833,116.5167,-26.75,95,100,2.78,RU,1738801638
507,tokar,18.4254,37.729,24.58,77,8,3.73,SD,1738801639
508,vilyuysk,63.7553,121.6247,-46.37,100,60,1.43,RU,1738801641
509,bubaque,11.2833,-15.8333,24.68,70,88,3.55,GW,1738801550
510,bayanhongor,46.7167,100.1167,-30.8,88,10,1.48,MN,1738801644
511,general villegas,-35.0328,-63.0125,20.25,85,90,4.35,AR,1738801645
512,kasaragod,12.5,75.0,21.15,87,3,1.95,IN,1738801646
513,pangai,-19.8,-174.35,25.06,94,100,1.03,TO,1738801647
514,alexandria,31.2156,29.9553,14.44,54,73,13.13,EG,1738801632
515,puerto madero,14.7208,-92.4215,30.11,62,20,2.57,MX,1738801649
516,north platte,41.1239,-100.7654,-0.9,64,0,2.57,US,1738801648
517,idri,27.5,13.2667,13.28,35,83,4.98,LY,1738801651
518,choibalsan,48.0667,114.5,-21.87,92,100,7.12,MN,1738801653
519,hilo,19.7297,-155.09,24.41,89,38,0.89,US,1738801654
520,bazarnyy karabulak,52.2683,46.4144,-12.6,97,97,2.66,RU,1738801656
521,galliano,29.4422,-90.2992,21.0,88,75,2.06,US,1738801657
522,donggang,28.9365,114.2259,5.9,66,100,1.29,CN,1738801658
523,paran'ga,56.7039,49.4047,-13.11,95,100,1.96,RU,1738801659
524,isangel,-19.55,169.2667,28.61,73,96,4.22,VU,1738801660
525,bathsheba,13.2167,-59.5167,25.77,75,100,7.43,BB,1738801661
526,ciudad lazaro cardenas,17.9583,-102.2,27.28,61,0,3.35,MX,1738801663
527,kostanay,53.1667,63.5833,-3.84,93,100,5.0,KZ,1738801664
528,alofi,-19.0595,-169.9187,28.94,79,75,5.14,NU,1738801665
529,san sebastian de la gomera,28.0916,-17.1133,18.2,67,20,4.63,ES,1738801667
530,mutare,-18.9707,32.6709,16.55,95,47,0.9,ZW,1738801668
531,newport,51.5877,-2.9984,4.19,89,45,4.14,GB,1738801574
532,reggane,26.7158,0.1714,14.31,31,0,6.85,DZ,1738801671
533,papao,-17.75,-149.55,27.82,77,78,6.48,PF,1738801672
534,obsharovka,53.125,48.8531,-11.11,96,97,2.43,RU,1738801673
535,sarh,9.1429,18.3923,27.51,16,86,3.64,TD,1738801674
536,zhezqazghan,47.7833,67.7667,-12.57,86,6,5.7,KZ,1738801675
537,panna,24.7167,80.2,10.63,39,0,2.49,IN,1738801676
538,keflavik,64.0049,-22.5624,5.24,81,75,20.06,IS,1738801677
539,joacaba,-27.1781,-51.5047,21.6,93,69,1.07,BR,1738801678
540,hualien city,23.9769,121.6044,14.07,91,100,0.37,TW,1738801475
541,rongelap,11.1635,166.8941,26.49,84,77,8.38,MH,1738801680
542,petrovsk-zabaykal'skiy,51.273,108.843,-38.49,100,60,1.52,RU,1738801684
543,magadan,59.5667,150.8,-19.38,69,2,3.86,RU,1738801685
544,santa elena de uairen,4.6167,-61.1333,21.89,73,100,1.7,VE,1738801692
545,kyabe,9.4515,18.9449,27.95,16,99,3.49,TD,1738801693
546,sedrata,36.1287,7.5338,5.24,94,100,1.54,DZ,1738801694
547,ishikawa,26.4233,127.8214,15.19,59,40,1.54,JP,1738801695
548,colares,38.7992,-9.4469,12.41,67,38,2.52,PT,1738801696
549,i-n-salah,27.1935,2.4607,13.33,32,0,8.77,DZ,1738801697
550,nungua,5.6011,-0.0771,28.23,83,40,6.17,GH,1738801698
551,lerdo de tejada,18.6167,-95.5167,23.37,86,4,3.96,MX,1738801699
552,palmer,42.1584,-72.3287,-6.16,59,27,1.2,US,1738801659
553,ardakan,32.31,54.0175,6.85,26,0,0.38,IR,1738801701
554,rawlins,41.7911,-107.2387,4.94,60,100,11.32,US,1738801480
555,kolonia town,6.964,158.206,31.0,70,40,5.14,FM,1738801704
556,lata,40.1629,-8.3327,5.27,81,49,1.41,PT,1738801705
557,karema,-6.8205,30.4389,22.56,79,100,1.0,TZ,1738801706
558,labytnangi,66.6572,66.4183,-16.31,97,100,2.61,RU,1738801707
559,vodnyy,63.5046,53.4095,-17.64,99,77,1.4,RU,1738801708
560,sedro-woolley,48.5039,-122.2361,-0.57,100,100,3.6,US,1738801709
561,qala i naw,34.9874,63.1289,4.51,45,13,3.08,AF,1738801710
562,malvik,63.4333,10.6833,3.77,79,0,4.63,NO,1738801711
563,paraty,-23.2178,-44.7131,23.68,96,100,1.39,BR,1738801712
